videoid,comments,sentiment
yLpAJzHSYKY,Love your Pink Floyd top I went to the Pink Floyd exhibition on Tuesday in London,1
WRplVmpZCa8,I WILL BE UPLOADING THE LYRICS OF THE COMPLETE ALBUM - SUBSCRIBE TO MY CHANNEL AND DO NOT LOSE IT,1
AoQMHzkj2x0,Is this the girl who dated brooklyn?? No way,0
QBGaO89cBMI,there seems to be an extra floor between floors 9 to 3,0
vLmEGZnDWog,Am I the only one that can only set the quality up to 360p?,0
M6XiFKB7j0w,I really love this show. Omg I love this troop. <3 thx a lot,1
tTHMBjyzgEU,Snakes in Toilet,0
9EBgaxFfDA0,"Clearly Apple continues to sell overpriced and overhyped bs. Oh and BTW, that Tissot watch is absolutely amazing. Thanks for your great videos!",1
qFjyr2AYTb0,no one is ready for Asuka,0
3-yamPXZQtU,When you're dancing and having an eargasm at the same damn time.   On. Repeat. Most def.,-1
_cu4FHyCcT8,Can you make a pancake in a waffle machine,0
btPqKAGyajM,Brilliant way to make geometry cool.  My man!  (JL trailer reference),1
07v6qA2l3n4,How fun!!!!!,1
uCVuyIQZ-lA,SHE MAKES ME HAPPY,1
JcI8yn7xQWo,I see JEON. my soul whispers jungkook~. and I realize imma bts trash.,0
M__3bfhLRNk,I thought this video was sick,-1
EPUHs9cjhOs,"[Verse 1] You should put that cigarette out You should have faith in my mouth Like my mother, like your son Like my temperamental lungs Each piece fits into the next I come not black and I'm not white Both reveal me in my sight  [Verse 2] You've got twinkles in your eyes You said, Vegetarians save lives But there's your wings, despite my back There's your baby's bassinet Will there be one more of me? Close my eyes and try to hide From my form of dragonfly  [Verse 3] Little Bear woke in the woods Chipped and peeled the hicklehoods In that pen under the covers I've been stealing from my lover Moments I cannot replace To my former dragonfly I resist and I survive  [Verse 4] What a state I've brought this to Logic lies [of mine?] pull through But what's that say of my character? I retreat back into nature Will there be one more of me? To my form of dragonfly I resist and I survive, survive  [Outro] I survive I survive This is resistance  I survive I survive I survive This is resistance  I survive I survive I survive This is resistance  I survive I survive I survive This is resistance  I survive (oh, this is resistance) I survive (yeah, this is resistance) I survive (this is resistance) This is resistance (this is resistance) I survive (this is resistance) I survive I survive (oh yeah) This is resistance I survive I survive I survive This is resistance",1
4LwpGaDKmZ8,Bruh KKW be the drug store brand while Riri over here with these luxury items,0
FMz_SHidVfk,"i thought people would be happy that a woman is running a powerful country, thought the feminists would like this. this guy is a idiot",1
dt__kig8PVU,ew this is disturbing,-1
r30snlzbYaY,Im gonna have to do something similar to this! I got a glow in the dark skeleton t shirt to take the boy trick or treating,0
GXoigp2LFnY,"You met Victoria Beckham, got a chance to interview her and all you do is read social media questions? Come on, it was your opportunity to shine and show everyone what you know about the fashion business, and create a memorable impression on VB.",1
wfDmXh_YwcE,welp looks like he might end up like yung mazi,1
NScRroPKo7o,"I was on cilest, and it was awful for me! I was so angry and so hormonal and irritated. I changed to rigevidon, which has caused no side effects and I'm thrilled! Just goes to show, it is completely dependent on each and every body. Don't just listen to what has/hasn't worked on your friend. We're all unique!",-1
sjlHnJvXdQs,1K Butthurt iPhone lovers,1
i2kJUYeb1Kw,Hey .. I made 10x spicy  food and you can see how cool he eating the food ... love from village foods,1
4vwVfdMn9Pw,Yuuuum! I want some right now haha,1
WZkGjxy-fz0,Finding this group just now thanks to trending git nice visuals and vocals dont know wether to stan or not though.,1
rl4ofGm2aNI,The could've just restarted the timer and done 6 more minutes but they waited until 4 minutes and started again,0
lSsTCiC93WI,"Even w/o this movie the lanterns always seemed useless to me, and far too reliant on Earths green lantern. Kinda ironic considering how powerful they are supposed to be",0
ZudW2Y4qk6Q,your new song is great,1
sUDEJHbDvWw,i smoked weed and to me it really looks like sid is really high aswell,1
gFIUXqcOulA,"I love them, but I wanna kill their stylist.",-1
VOvSXVkQw3g,666k subs???,0
jXQitd7ahV4,Love u,1
M6XiFKB7j0w,Adam jumping in and holding both their hands was too precious,1
4kX7iBnoivA,More excited for Dune honestly.,1
YPdZ0p_nlmk,These are for me manmade hurricanes as a result of the extreme climate warming. And President Trump even stopped to protect the climate. Trump makes America poor again. It is a horrible manmade worst scenario. (I have studied climatology at one of the best universities of Europe),-1
ZQK1F0wz6z4,NOOO; NOT THE PANDAAAAAA!!!!!!!,0
PgEC7yHHXdM,They should be motivated to beat the warriors,1
4tXF7w1Nbhk,The Disney mugs are $20 and Primark are 5  I really like the primark ones.,1
H2s0lDFK89E,Omg you should try blue banna,0
IFKkcaj0kAE,Wheres all the full interviews and behind the scenes of this video?,0
fwDZ8uhqJg0,Song starts at 4:45. This is not to disrespect the message that he is saying. If this is the first time watching this video you should watch the video through and through. But if you have already heard his message and want to listen to the song because it is amazing. Then use the time stamp above. Again I do not mean to disrespect anyone by saying this. Im just trying to make it easier on people who want to listen to the song again.,1
OOwfl8yY7nc,Nice stone cold impression,1
doUdRCrK80E,In Tomb Raider she would be great,1
_YV_shrSaPU,Spend the night in a mall toilet,0
660YlPoECNk,Got that DJ quik sound,0
xGuGjvIfof8,Review the new wireless Shure in ears,0
i2kJUYeb1Kw,HIS BROTHER'S Scream is so funny and niana's scream. Love your videos guys <3 keep it up till you get a 100million sub. Love you,1
kk3ZcRtKt6Y,he does have a right foot,0
NB2dTxW7Yis,Omg keep the adidas bottoms!! That outfit is  xxx,0
pCHmqeHEybg,YOU JUST SUCKED SUPERMAN'S DICK FOR 5 MINUTES AND 28 SECONDS,-1
hMfIIxf8ADo,"When you said you couldn't find the pencil, I immediately thought check to see if Edie has it! Lol!!  Did you ever find it?",1
uWFAD84I66I,DRESS CODE,0
XM23h-eJ08A,Alonso is world class. Morata is the real deal and better all round than Costa. Chelsea to retain the title! No wonder they picked Chelsea to film with. Pure class.,0
GTfnzOgjRZ8,Boom CHELSEA CHELSEA ARE THE BEST ARSENAL FANS DONT MESS WITH US,1
azA8Eaaew9o,Dislike squadddd all day culture vulture,-1
w8fAellnPns,"hahaha soooooo juicyyyyy! best favorite video. on another note, there goes my veganism.",1
27IzfEkYgWE,"Don't wanna be a party pooper but the last two candle brands are ridiculously expensive for a scent that can be duplicated by any other brand. It's like Tom Ford lipsticks; the aesthetic of the brand is lovely but it's not like you're buying a couch, it's something that will run out soon... I personally love my ZARA Home and H&M Home candles (some secret ones that only exist in-store are the best ones!) as well as any other random brand!!! Truth be told I'm very picky and stingy when it comes to candles lol",1
7qLrKUtV0Kw,"I had a british older sister, she was mean and didn't want me either lmao",1
hmhlamsHW04,Could I get any information about musics in this video?,0
PJrvXd2J_2c,THAT demanding insolent voice is THE DEMON Thats ON HIM TALKING! One demon on him -opens door for lots more. HarveyW IS TOTALLY OVERRUN WITH DEMONS. This guys lord is SATAN. AND NOW satan IS DONE WITH HIM. Devil COMES TO STEAL KILL AND DESTROY!,-1
FfRGxN2zeWU,Omg  she is so awesome,1
SPZFN6VFFow,Maybe with all that wealth you can help the victims.,1
RlduVwzqK2o,She's so funny & her style is beautiful. Girlfriends. That was my show. Good ole days ️,1
rcEyUNeZqmY,為什麼會有創世神的聲音,0
nKzsgC6FUds,QUICK! COMENT *GO LIVE* So she will!,0
2RbyOUqqR8c,Thank the lord he didn't shoot up the rap show....,1
439iY0844xI,(~^_^)~ lol,1
abeF5zQbQEM,"Hi Alex, my 10 yr old daughter has been talking about a drawing tablet to start animations. Any suggestions for one that would be user friendly and not $$$ oh and she loves your little sister lol",1
Av-BCG0xjS0,YAAAAAS FRECKLE! SLAAAAAAAAY,0
2DTwXdqmRiM,James remindes me of me fat and silly...lol,0
DUFBEamEF0Q,YEAHHH!!!!! I miss that crazy loon!,-1
OdbMKQGPQ5U,Why this not on spotify,0
#NAME?,I love the way Braun just grabs them like their toys. He's so manly. Why can't more guys be like this?,1
k1eYiq_V5cM,Thanks Anna. This is exactly how I'm feeling right now and I was like wow. I needed to that. And so to the point. Kudos. Boom boom boom,1
btPqKAGyajM,"Some stats on this petition so far: Most popular in: *Cambridge* (0.12%), *Bristol West* (0.12%), *Edinburgh East* (0.10%) - *% of constituents who signed* Most signatures from: *Cambridge* (147, 0.88%), *Bristol West* (139, 0.84%), *Edinburgh East* (100, 0.60%) - *% of total* Least popular in: *Airdrie and Shotts* (0.00004%), *South Down* (0.00362%), *Central Ayrshire* (0.00226%) - *same as most pop* Least signatures from: *Easington*, *Na h-Eileanan an Iar*, *Airdrie and Shotts*, *Glasgow East* (all 3) - *same as most sigs*",1
RsG37JcEQNw,RIP the time you could say new Weezer is as good as their old stuff 2014-2016,1
esRdPLzmth8,*dead*,-1
CugyxRLS14s,Hey dillon It's actually just an expensive disappointment,-1
_yIg9OTys6o,4:45 the roll catches lmao,1
8z2RgsLSn-c,Wow,1
JhyTKIwar1k,Just randomly facetiming a stranger in your bra,0
zFNapd-oPd8,What part  of england are/ is you/ she from,0
t3oar3hIDWA,I love how positive you are towards fellow women. We need more ladies like you in this world.,1
5JcZsNxT2BM,YESSSSS THE LEGEND IS BACK!,0
oKzFGhlFqqE,How can you insert the Presidents comments into the same conversation as the actual sexual assault of dozens of women,-1
6o5L1WafILo,"You know, KISS takes a lot of crap from a lot of music fans. But this is a great song. And they actually had a good number of them throughout their career. Good performance here.",1
TltKWHiBZ1M,Who is this guy?,0
NDGID7tOaK8,"no wonder every vlog channel tumbnail have some retard making a stupid face, this shit is booooring, nobody would turn in otherwise",-1
O-SPsvtsfrw,"We played you off the pitch but its a long season, really hope you guys stay up",1
EKoRZe9Fi98,Looks like you had a beautiful relaxing week :) the red dress is ammmmmazing! Xox,1
IUkNNDg18mY,Creative !,1
ENskipCo-eQ,next time Gochujan-choco fries.,0
LEwDlshW-tA,A podcast by Louise and Emma would just be the best thing,1
R3dQpGJQI18,"Woah 5 dislikes and 3k likes,not bad for someone thats talented",-1
gWPHeH0vEp4,"Lol, I guess this is to finally show his appearance.",1
qJVOPnfywCk,Nailed it! Fuck yeah!!,-1
1PzNy4OhwDk,"On Ovia, at least in the US, you can  change the size comparisons. Mines currently toys, but you can change it to fruit if you want!",0
CjhhbuDrJ1A,So awesome!! Great video and great crew!  Seriously special to watch.,1
WSFJsq_jwMs,"BRUNO MARS IS AMAZING, MY PRESENT OF GOD, BEST SINGER IN THE PLANET!",1
P00HMxdsVZI,"Best friend sat me down in the salon chairShampoo press, get you out of my hair ️ these are lyrics I need  Lizzo is an icon who is constantly giving us the best ️️️",1
wOrmr5kT-48,Sounds like something that Apple kinda lost in recent years...,0
QLzIzBp7_RE,Can you do an updated skincare routine. Your skin is looking amazing,1
btSvAjUrBhU,her voice in this song is like taylor swift ️,1
OCDo5yQDnro,"Clara is an amazing interviewer, Always really knows the projects of the person she interviews, genuinely cares about their answers and doesn't make anything awkward or cross lines by asking things too personal. :) loved this",1
KFOZbLzp68c,"If we don't score within 30 minutes, we end losing most of the time.",-1
uCVuyIQZ-lA,I want a movie!!,0
ARSNaSeT9hw,9GAG make me come here...,0
RrmGrkuiY50,<3 :'(,0
CxHhJdVETDY,I started crying out of happiness. I have so much family in Puerto Rico. Thank you,1
AUP3uhrM19c,Donkey!!!!!,0
4NJYWgb6dQM,white music. Thank you.,1
VSrEIdhrXB4,"6.022... *10^23 is Avogadro's number, and like a dozen is 12 of whatever you count eggs, papers, atoms, or asteroids so is this number of anything a mole of that thing, particularly atoms or molecules. Once you agree on a mole, mass, density, and even pressure can be determined. You can do a lot of basic chemical and physical chemistry communication this way once a mole helps you determine weights and measures.",1
#NAME?,is he officially back in asking alexandria,0
2R2xpNeveh0,"Seems as though anyone hanging out with Michael Jackson as a kid or tween, always end up fucked up. Aaron Carter, Mukauley Kulken, Corey Feldman.... I think there might be a link...",-1
_4PLKxYZUPc,Game theory,0
5iS_9deMr3s,You looking nice ️,1
JgYfZAjOgEM,This was so cool to watch!,1
C6HghxKEz5E,Moany and whingy hmmm. You're human! We go through shit. It's not all rainbows and sprinkles all day errday,-1
mGibr5Uy04w,It's been so long since we've seen you! This was the first time I've laughed in over four months.,1
MfYdzj16SSY,"Holy shit everyone in the comments is so serious, lighten up I found this funny as shit",-1
_38JDGnr0vA,Goosebumps!!!!,0
uV002CSNDac,Pikachu,0
gDFZS0BVsBY,The pinned comment at the top is proof of the validity of this video and this channel....that would be none.,0
Se1MGhkpfg4,Those highlighters,0
j6fn3LfIfww,Hahaha Isaac's facial expressions at the end,1
uV002CSNDac,Interview Skrillex on here please,1
qynG2-RTnAw,City needs to relax,1
QeBCu1ZSORs,My new JAMMMMM,0
XM23h-eJ08A,Cehilce karabagh 6:0 haha,1
E5Hfl6Nqw3Q,Kodak is so annoying in the backround,-1
cKC7EYi2Zyc,Yasssss Peterrr!!! YASSSSSSSS,0
x_Akn8fUBeQ,*9 + 10 = 21*,0
Nkddddt_IVE,So is that just a straight Mickey Avalon My Dick rip off or was he involved somehow?,-1
pOZ5FrTMQMA,Yes and know you will do better things and get things done because this is just the beginning for you grace you have so much more to go and I know you can do it because your amazing grace. Btw love you,1
FzebOysQeL4,Our youth CANNOT be led to believe Logan Paul is quality content. This talentlessness will lower the bar for years to come,0
ruTB5jBGXsE,The first one is literally me,0
k1eYiq_V5cM,"Boom, boom, boom",0
AEaKrq3SpW8,OSI layers make me hurt :(,-1
xnSew-tCuPo,how much u paid to let them build the whole garage ? the panel is water proof ? what happen if it rain or snow it get wet? doesn't work anymore? i love the shelfs of the garage u can put things in don't wasted any space .. garage should be big enough for a car to go inside? suv or a normal car i think the garage should be a little more bigger wilder  for me that a small garage  maybe add a ceiling fan on top of the garage for those hot summer day's?,1
ipynkBxtMOc,fabulous!!,1
LSYc5HvyXKo,Well thats what I call an Iconic Tutorial ! Lisa you are awesome,1
CuXq1hOa8_Y,Ohh islam...again,0
r912Kzj8uYg,Stripe trousers for a jack skellington costume??,0
IM-GV2GfqUs,I sink man u gonna sink,0
S_9OSktlm6s,Yes I can't wait,1
OctiAjHyn_o,"shame on you, you are not the parent of the year, how dare you say that and you take baths with your foster daughter, just because you adopted some kids does not mean you know it all",-1
D1IBXE2G6zw,Beautiful song make you move to the beat!!! God bless!!!  Bendiciones desde PHX!!!,1
M2bUl404n_Q,Love Hauls/favourites vids! And you! <3,1
iptgKv3iApI,LETS FUCKING GOOOOO,0
adgAxnflvOE,So cute!,1
660YlPoECNk,yg,0
2HcqS508lIo,Imagine this going through your body *ROBLOX OOF*,0
Fzz-Pblbvqw,Not even 2 seconds in and you're already pushing your atheist agenda. Screw off.,0
0KLFeWlJtvY,"Beleza, mas e o album 6?",0
bzJNg0BqA7A,Only here for grace,1
JmWfY4nb6oM,You uploaded this on my birthday,0
a6V-fKcW5YI,I want to know my much the Kardashians paid her to do that? Good publicity stunt there.,1
nivfxoep6Rs,Roman You are a inspiration to every thing I do I want to be like you,1
wQD1JvJZXdI,Note 8,0
xnNs1naIbvA,Aw the card from your mom and dad<3 Dressing room nostalgia :') RIP Archie!,0
GWKI-CoCCTU,Ahhh I'm from Canada! I could've seen you compete,0
LTnl36-0-zU,"Bleh, the timelines totally add up, but, ok. Not a very funny group of people either. I suppose this channel is just not for me.",0
zA3VCYGG_OQ,Like your icon,1
8DJWtGRcFLs,Bune amk ajahahahaha,0
IA9vLOmFyp4,SOO YA THINK YA BETTTER THAN ME!!! LOL,1
zFNapd-oPd8,I love your vlogs :D,1
B9SptdjpJBQ,here because I've recently been having trouble focusing and learning in class :) thanks!,0
G8SsIMqvdNM,Anyone else think saffron sounds so different in this video? Different mic?,0
yB9pN0H7saA,whats a P45?,0
mk4NRZGCFvM,I love you dude,1
srWtQnseRyE,I love this woman! So excited for the new album and hope she brings her tour to the UK!,1
hWYZwNRtQ-8,"Chile gano sufriendo , gracias a ese defensa bruto de Ecuador q se resbalo, y colombia estaba celebrando y burlándose de otros y ahora esta en riesgo lol, estas eliminatorias sudamericanas ya nadie es local , cualquier cosa puede pasar en cualquier minuto , solo se respira cuando el arbitro diga Fin",1
MfYdzj16SSY,"Should not laugh but oh boy it's so funny. On a serious note though, the teacher was wrong to sit on the car's bonnet.",0
oh37J6qROrQ,"No headphone jack - no sale. It's also $200 too expansive for either version, but so was the original Pixel imo. Side bezels are as thick as those that come on very cheap Chinese phones. Axon 7 has two front firing, stereo speakers with a great DAC for less than half the price.",1
gDFZS0BVsBY,They should look like it,1
ENskipCo-eQ,사람마다 입맛이 다르잖아~ㅎㅎ,0
ne4CnyNW9O4,"I've pre-ordered Star Wars Battlefront II, but after playing the Beta I'll not be playing the multiplayer component. The loot crate system is, as you've said, completely pay to win.",1
rl4ofGm2aNI,Guys please stop hating. Their both are amazing makeup artists and have different personalities. Nobody wants to read ur hate.,-1
GttcbM4GxLo,Idk why but i really want to highlight her collar bone,1
JmWfY4nb6oM,Kids: can you kill yourself? Mom: yes.,-1
FdPTvS7EX-o,Do one with the song willy willy bum bum,0
lLOEu9p80rE,Ok I'm here for some reason lets make a joke...    His head kinda looks like its made from pizza        Can I get a BONELESS pizza,1
nd_EYo96lmo,Holy SHIT this sucks,-1
0hLx_1Q15eY,Minute Earth: Well  Drug Addict: THEY COME FROM PINK FAIRIES MADE FROM BACON,0
cFVRCo6-FUU,Rhett is king of order,0
UONnRMuuDps,despacito is shaking,0
lwEYXrE3cjM,Chelsea,0
1NyMSWqIJDQ,Bi Bich.,0
WYoWaouvXXA,Lit,0
c3pFWJCQy5E,You're speech is so good in this video- you're doing amazing love!! Always praying for you,1
Qg7YzqCRoZ0,We sang this song in my choir class,0
wVXIs2l_WqM,anything that makes me look like a wizard'  love it x,1
RgskTJ27hPY,*Beatles sing despacito*,0
#NAME?,So cute I need to do it,1
oEs0BP0i1Ro,Homeboys gonna like... get it...,1
dwWs7ZnGekc,young thug is,0
67B1ITzDgqo,I'm obsessed with watching outlander! Season 3 just out on amazon prime x,0
gut423ANiwo,I Can See A Rainboowww..!!,0
0ptNpGfMRCg,The design iphone 4 is same as the iPhone 8 and x. Glass back and front. And stainless steel,0
krNNMFpA1wY,Hannah Montana!!!!!!! She still has the same guitarists from the tour,0
grmRVWlb1r0,This beat my expectations by a mile! Wow this was amazingly done!,1
PmG4AYsPHfA,Where's cole,0
wQtn44ACpoE,love cool idea! i wonder fav nudes lol,1
l7yxJDFvTRM,This makes me feel old,0
arxRliIqOxk,"Amazing , Keep up with your career !  Reach the stars . ",1
XIUGqfTkaWk,Heyyyy,0
5IpgQyDuJbU,Totally can relate. I have. 6 /4/2 and a 8mths old Between drop off pick ups in between errand after school clubs. I sometimes feel like a robot with the same schedule and no human time,0
FIdwrnp0g1k,My New song for bad aaaaa,-1
tTHMBjyzgEU,Yo do a vid on North Korea vs China,0
YL9uHq4HsQI,I hope W2S does something on this,1
sRAp2MO6TUY,"Hi,Trever,I just happened to see your vedio on the weibo of Chinadaily,and started following U on youtube.:) Cannot wait to see ur new vedioes:D",0
WIvNe569Q9g,Shocking that these 2 are dead not even a year of each other. Life is precious. Enjoy it as I found to my cost this past summer....,0
yLpAJzHSYKY,"Stupid people, spending on stupid things, making stupid videos.",-1
ofzjzf_rhZc,Try making a submarine,0
H-Giz8clz1w,"my sons name is noah, noah ali lol",1
jXQitd7ahV4,Sabrina,0
_StIv9i6as4,Please bring Vanessa on your channel more!!!,1
yESCuF5dsYs,does this video say it's not available for anyone else?,0
0dWj2k4FMM8,How in the world are they going to get back,0
LAs5AqpMn4E,Is it wierd if i go to see it alone? i dont have friends that like sci fi,0
EKH9TTHgVjA,<------loves pinkelephantday,1
4W-pZrhu798,I loved this interview. Couldn't get enough of it,1
unByRjDRA34,Omg shes so cuteeeeeeee ️,0
ccLXx4DB8ZQ,Fuck you,-1
H2AYOJ2K8MU,"Beverly was the perfect person for Lonzo to play because he's one of the more aggressive pgs' in the league. Hopefully he realizes this is where the big boys play and can adjust. ...oh yeah the nigga dropped 30, 11, and 9 on the suns last night!!",1
5xgX_tNTWgs,LMAO,1
1kHmFjHzR-s,Twilight teaser was a Rimmel  lipstick  I had one!,0
67B1ITzDgqo,"I went to the pop up shop and it was amazing, so proud of you tanx",1
Kz-3PgnD1vM,Hey check out my music video ;-),0
8hP6WROycAU,chester :'c,0
bd7IGZ6dulM,Spend the night in a haunted house,-1
GO6qs83CHpc,PornO film,0
59X_zkBglEY,Just a regenerated version of the Zealots and Sicarii when we were back in Israel much love.,1
wVXIs2l_WqM,Love u,1
O23RPDMdEg8,Do Amelia and Eduardo go to a private school? There uniform looks very posh.,0
AzWiUQEdJOo,I love you guys you helped me love science,1
#NAME?,what's in his cup? lol,1
9yUZTTLpDtk,i love cliff,1
G3fZBW_okks,"So happy for you Nile, just found out your channel today! It feels strange to see all these talented people reunited in my hometown but at the same time it's great! Congrats again for both the finals and how you pushed through this year~",1
#NAME?,What does he got?,0
LTosB6V_V24,thank you. MY NEW FAVORITE SONG! awesome,1
L1yWH6QSP4k,The woman just want to be black why is that a bad thing we should be happy,0
LolP3Y7_Irs,Gymnastics is for girls,0
Mw5T62dJzhQ,"Incredible how these ancient civilisations managed to build these huge monumental constructions based on the sun, moon and the stars!",1
ql0Op1VcELw,The 752 is an incredible craft. I cannot understand why Boeing didn't remake it with composite materials and the new engines available on the market to make a fast upgrade with (comparatively) low development costs.,0
RpE_vEzZYD0,"fantastic interview lads, youve come a long way",1
c3JbJmXInOs,Love me tinder.,1
cABm1SlrtDY,Tiesto is life,0
jd-LLnf55ic,1:05 Mash those macros!,0
C1wa2OyP_so,We have immigrants,0
PnbKgdNUPlM,Toms name kept changing And I was like Damn toms car Cant you get anything right,0
o9n3bR8VMW8,Superb song,1
YivoIqpCf_s,U didn't show him his bloody FIFA 18 card rio,-1
Z4QcwsEbKyo,pathetic to apologise for what uber have been doing for so long.,0
ucWPplMZnH4,Im a muffin angel pie,0
k8rV_PI10Vg,"no one's gonna say it? alrighty, i'll say it. GOD, HE'S UGLY. lmao.  i love his songs, tho.",1
WYoWaouvXXA,AMAZING!!!!!!!!!,1
RwWxyynb_sA,I know this is a weird video to comment on this but the quality of this vid is awesome! Like super HD,1
FwT9nx8GHxE,Make Arnold survive the emoji movie,0
N1bJ5Vv3iUg,Who else saw the man with pants and black sweater and white face,0
_PRvi816UkA,Does anyone know where her gold choker is from? Been looking for it forever xx,0
Vx0oRAg47Bo,No. No. NOO. NOOOOOOOOOOO!,-1
KCNvREKTnQc,"Why do people applaud this? It was common knowledge for people in Hollywood to know Harvey was a beast, everyone knew. Seth isn't calling Harvey out hes making fun of what Harvey does to woman. Does Seth look serious? No. He told a sick joke and expected everyone to laughed at it like they did. Everyone in the room knows about Harvey and they still laughed including Seth smh. Seth never reported Harvey to the authorities so i wouldn't say he called him out.",1
DeTu8xSGpEM,I fucking love negroid music.,1
u6iVspBWzZU,"that was so educating and well illustrated, i love it!!",1
uNseVux0CA4,I saw the movie a few days ago... it's sooooo good!!!!,1
hwFx0ROBf7o,"the end half reminds me of Marry Me, and whatever happens before that gives me a seizure. I kinda like it. It feels like a solid blend between new and old styles. It reminds me a bit of The Apocalypse Song from Marry Me, and then Your Lips are Red, and then the hook is like a 1960's commercial jingle",1
P4bSgkCQ4cI,this song bring me tears. damn!,-1
YL9uHq4HsQI,Aka jezza,0
fgzPn14B1Nk,Your wardrobe is amazing - love everything you wear! Beautiful!!,1
uZucY9atk9M,Ha better than logans,1
H7ojygIbMYk,Stay dench  Or you're going to get Frimponged Soft on the ladies hard on the men,0
AAZbviHZVhE,"I'm so happy that you got to go!! I was smiling throughout the whole video <3 Steve Jobs is one of the few people i idolize as well so you meeting his partner in crime, Waz, is pretty amazing, girl! <3",1
rfMJ-DylWBs,please make everything wrong with final destination,0
uK4plxfJa10,Green and grey,0
RsG37JcEQNw,"0:53 Lyrics in the description are wrong, my god, so unprofessional.",-1
x2IttXFBYxc,They killed Martin Luther King and all he did was spoke,-1
_Eb9kppyRxc,OMG SO SCARY BUT LOVE IT,1
bAF8GoqHUCg,This was such a sweet and happy video <3,1
Alp_a88C8dY,METAPHOR......SURE!,0
U2CqZNd6rgM,Congrats for 8 Million Subscriber :),1
TaFlyFkZvM4,Howtobasic 10x better,1
MAaOyRot_2s,@nick_green,0
78hbYimcl9c,When are they gonna upload the whole segments like Wendy Williams?  Just upload the damn thing.,0
#NAME?,"Han vuelto,  La esencia de asking ha vuelto lml mejor que el mrk de Dennis :v....  Y la cancion de pe te eme",1
0VfGA5bE1AQ,Just before I watched this I made some massive cookies,0
OOwfl8yY7nc,"Oh god james, you're losing your hair so bad....",-1
0QgTwwloZL8,"Flopp is changing the team so often he is destroying the team not building it. Players have bad moral. Not to mention lack of tactic, players are running like zombies with no apparent plan. he is wearing them down. He plays players out of position, does not use ones he has, delays changes, did I say he does not study the different teams we play. He probably tell the players come on boyz go there do your thing, and thats the plan de jour and every jour",-1
sxkP5m3RKQQ,As long as they don't get the right to vote.,0
IRdrt8nPyy8,omg YAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAS,0
t2oVUxTV4WA,WHY HATE COMMENT FOR GAL GADOT AND EMMA WASTON??? BUUUU!!!!!,-1
v04o5-b_vjo,I love shakira!,1
H-Giz8clz1w,At least one of the two videos are trending,0
XYpWaACwZnw,Is this transage?,0
VPo2k2z7Xqg,That was fun. Thank you,1
E3DWd2dTiaQ,This guy's a pro,0
6l5P7jHUcjI,I want in n out right now so badddddd bruvz!!,0
fs6JjOOIpXk,What a crazy edit this is.... I couldnt stop laughing... so clean.. Kudos,1
dYstFRuPz8A,1:22  3:13  I dont remember such episode. Who knows what it is? Thx,1
LunHybOKIjU,This shit sucks. I always wanted to rap like Eminem. Now I can.,-1
KQc7a_5G0pI,Questions were fucking trash,0
VH1RwkrHPvA,I'm in the UK and we're currently watching the Great British Bake Off on TV (shout out to any other Brits watching it!) and I've been saying for years they need to set this as a challenge since its so difficult and unique! Now this is online I HAVE to make this!! I'm so excited!!,1
Ig-9RDH5dZ0,that made my day.thanks!,0
zTTaFg2Sq9Y,Cant wait !,0
jXQitd7ahV4,Like  for *SABRINAAAAAA*,1
qZVm-2nM0sA,2:21 reminds me of kings by Years and Years,0
P4bSgkCQ4cI,Poor jay..... it looks like he is crying threw out the whole song ;(,-1
H2s0lDFK89E,Can you please do an AMIClubwear try on haul?,1
CBzY0xfrHVQ,"Ugh! Yes, Alecia!",0
7AQ8uAx0ZU8,At least they're set will one good song,1
GpAuCG6iUcA,What's next? Fifty shades in shading,0
IYvEhgYy35I,yoo!,0
xfQvngEXob4,One of the worst  Everything Wrong With so far. So many lazy sins,-1
cq50fkILrwM,Estee Lauder is always wonderful! I love their products ️,1
6x62O8A8qHw,Hell yes!,-1
xUSJ4XK2UXg,"What's the matter with all these morons commenting on Dave's demonic side because of the video??!!? Are you f..ing crazy?? 1) Dave has nothing to do with the concept of the video 2) his voice is a gift from God for all of us who have a soul 3) with what he's been through, no one - NO ONE - has any right to comment on his personal life 4) anyway, WHO CARES about moral implications??? Just listen and appreciate the music for what it is. Long Live Dave <3 And thax Kurt!",1
#NAME?,"I relate to him but, why she let them bait her lol",1
Fzz-Pblbvqw,Anyone else slightly annoyed that the cyclopamine animation had two eyes,-1
gOsM-DYAEhY,"There's hope, to good music....!!!",1
udnGW3E1vxY,Favorite couple ️,1
0dWj2k4FMM8,"These are AMAZING, who is making these? And why arent they more famous??",1
T58NGMrUp0M,Soooooo that is what AT&T stands for O:!!!!,0
TE4yRty0bx8,massive message being sent out by stormzy. man is real and a perfect example that it doesnt matter were you are from who your around and what your involved in. its up to you to choose your path find your power your energy and create your own faith and strength and defeat your demons and decide are you worth or waste .,1
